"GO.ID" "Term" "Annotated" "Significant" "Enrichment" "Fisher.pvalue" "FDR" "genes"
"309" "GO:2000272" "negative regulation of signaling recepto..." 27 5 4.76190476190476 "0.00346" 0.0615502545454545 "LY6H, DKK3, ZFYVE28, LYPD1, WFIKKN2"
"310" "GO:0043010" "camera-type eye development" 176 15 2.18978102189781 "0.00357" 0.0632769565217391 "COL8A2, DCX, FAT1, MEIS1, RPE65, SIX3, SOX11, TWIST1, ALDH1A2, NES, ATP8A2, TENM3, STRA6, WNT5B, SLC17A8"
"311" "GO:0030318" "melanocyte differentiation" 17 4 6.06060606060606 "0.00359" 0.0634017328519856 "BCL2, ENPP1, ADAMTS20, LRMDA"
"312" "GO:0043542" "endothelial cell migration" 126 12 2.44897959183673 "0.00361" 0.0635256115107914 "GLUL, NR4A1, ID1, KDR, PRKD1, THBS1, PIK3R3, SEMA5A, ADAMTS9, SMOC2, ATOH8, STARD13"
"313" "GO:0048708" "astrocyte differentiation" 39 6 3.94736842105263 "0.00366" 0.064174623655914 "EGFR, HES1, ID2, MT3, ROR1, SERPINE2"
"314" "GO:0000904" "cell morphogenesis involved in different..." 460 30 1.67597765363129 "0.00373" 0.0650531914893617 "ADARB1, RHOH, BCL2, CLDN3, EPHA7, FBLN1, FAT1, FGF13, HES1, ID1, ANOS1, LAMA3, MT3, VLDLR, SEMA3B, PPFIA2, KALRN, SEMA5A, NRXN3, NTN1, PALLD, NEDD4L, FLRT2, ATRNL1, LEF1, ATP8A2, SHTN1, DOCK5, SPRY4, UNC5B"
"315" "GO:0046649" "lymphocyte activation" 304 22 1.85967878275571 "0.00374" 0.0650531914893617 "RHOH, BCL2, BCL6, GNRH1, GSN, HES1, ID2, IGFBP2, LEPR, PBX1, SFRP1, SOX11, TPD52, NCK2, IRS2, CD83, ITM2A, TOX, VAV3, SH3KBP1, LEF1, CMTM7"
"316" "GO:0007596" "blood coagulation" 95 10 2.7027027027027 "0.00375" 0.0650531914893617 "ABAT, CD59, FBLN1, SERPINE2, PROS1, THBS1, DGKI, VAV3, PROCR, MMRN1"
"317" "GO:1901888" "regulation of cell junction assembly" 127 12 2.42914979757085 "0.00386" 0.0667248056537103 "CLDN3, EPHA7, GRID2, IL1RAP, KDR, MUSK, SFRP1, THBS1, CLDN5, NTN1, FLRT2, FMN1"
"318" "GO:0048640" "negative regulation of developmental gro..." 66 8 3.11284046692607 "0.00389" 0.0670066197183099 "EPHA7, FGF13, MEIS1, MT3, RGS2, SEMA3B, SEMA5A, NTN1"
"320" "GO:0050817" "coagulation" 96 10 2.67379679144385 "0.00404" 0.0693462456140351 "ABAT, CD59, FBLN1, SERPINE2, PROS1, THBS1, DGKI, VAV3, PROCR, MMRN1"
"321" "GO:0014009" "glial cell proliferation" 28 5 4.58715596330275 "0.00408" 0.0695448083623693 "EGFR, HES1, LEPR, PLAG1, SOX11"
"322" "GO:0070663" "regulation of leukocyte proliferation" 81 9 2.85714285714286 "0.00408" 0.0695448083623693 "BCL2, BCL6, GNRH1, HES1, IGFBP2, SOX11, NCK2, IRS2, VAV3"
